@relation D50_k02_N10000-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P50.0

@attribute X0 numeric
@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute X10 numeric
@attribute X11 numeric
@attribute X12 numeric
@attribute X13 numeric
@attribute X14 numeric
@attribute X15 numeric
@attribute X16 numeric
@attribute X17 numeric
@attribute X18 numeric
@attribute X19 numeric
@attribute X20 numeric
@attribute X21 numeric
@attribute X22 numeric
@attribute X23 numeric
@attribute X24 numeric
@attribute X25 numeric
@attribute X26 numeric
@attribute X27 numeric
@attribute X28 numeric
@attribute X29 numeric
@attribute X30 numeric
@attribute X31 numeric
@attribute X32 numeric
@attribute X33 numeric
@attribute X34 numeric
@attribute X35 numeric
@attribute X36 numeric
@attribute X37 numeric
@attribute X38 numeric
@attribute X39 numeric
@attribute X40 numeric
@attribute X41 numeric
@attribute X42 numeric
@attribute X43 numeric
@attribute X44 numeric
@attribute X45 numeric
@attribute X46 numeric
@attribute X47 numeric
@attribute X48 numeric
@attribute X49 numeric
@attribute class {c0,c1}

@data
5.503537,4.390841,14.077369,19.073697,1.700299,39.60223,0.906446,-26.19219,-0.82877,-13.994749,-4.037258,-32.743613,-0.791767,14.96924,9.564437,-8.258463,0.495554,-1.958093,-6.25265,-8.004001,1.458885,-21.866268,14.379056,3.978909,-4.046009,-22.596613,8.249108,11.91541,4.577303,6.538818,7.341647,-10.091666,1.437844,4.805932,0.933813,-19.098882,4.546231,-15.50264,-0.636291,22.557765,20.86376,2.693996,7.045497,-4.264737,1.773336,0.607569,11.07497,33.962097,6.076185,12.405551,c1
5.928502,7.513723,-10.511935,-23.032585,13.294326,-10.721269,7.678852,9.101749,5.463719,14.23846,8.737593,19.782788,-7.242908,54.181393,4.722981,16.92793,-6.927701,2.462714,5.704128,-13.686322,24.569636,-7.618368,15.018685,-16.785265,4.571675,1.519508,1.393801,19.158276,-3.730982,4.621464,-7.590872,-21.368211,-6.500142,7.180758,3.515398,-2.246306,11.882636,12.038957,-8.699493,-8.612898,-12.409899,15.554534,-6.816077,-16.857472,0.175991,-8.421687,29.948389,5.680135,8.9983,-14.268879,c1
-18.80209,15.749981,1.313069,-9.534669,0.541289,11.747018,-7.993179,-6.514336,15.383155,-2.708148,23.591565,-6.240801,5.818331,3.598488,13.17505,9.326991,-3.015816,-5.972365,21.255965,-1.587915,5.448731,-7.528906,27.692036,7.901685,18.630844,-3.209307,-21.775787,-13.351027,25.71034,8.969714,20.327276,11.199691,4.220147,-8.983733,4.40467,-3.215708,-9.579054,-22.501657,8.69113,0.964326,-8.676135,24.132295,2.144815,5.991678,17.973743,12.197476,-22.281572,-11.0881,12.255658,-15.807545,c0
-8.029367,0.104099,10.011621,-17.180236,0.80537,-8.987393,5.214297,18.16113,3.91368,51.72167,-14.525623,33.543773,-7.395164,3.307951,-16.627237,-8.772494,-3.603165,-5.515245,0.150579,11.646752,-8.875182,15.935556,16.890102,-2.111426,6.230618,-9.592393,19.679774,7.111831,-11.084432,-0.44441,7.880691,13.441094,6.612416,-16.7804,-1.366491,16.328143,4.733609,-23.376375,6.925616,-25.366024,-10.504556,-25.551713,11.613031,5.495953,10.713655,-0.048657,-15.171659,-5.530953,-12.813063,18.51475,c1
12.794025,39.801837,6.733519,-23.968974,-3.859301,-18.190407,15.490471,58.861286,-4.746672,20.844045,-12.254175,-1.78481,-6.68262,1.41411,-0.823093,-32.186481,-11.74202,-15.229407,0.472888,-6.097925,8.007526,18.078671,20.079619,10.641172,-10.359032,-8.401701,-5.5532,-31.941817,-10.523586,-32.802644,7.787189,36.640326,18.395338,-6.755202,5.97846,16.787101,4.823096,-2.363754,14.742517,23.706658,-12.875166,7.573098,-5.526776,-3.495239,11.716323,7.906717,-8.189289,0.055594,11.428529,-44.4172,c1
3.624361,-12.882591,0.101214,27.018026,-4.644866,-37.039066,-10.481961,-7.664233,11.133149,2.714365,5.172385,-9.226682,-14.371142,13.920596,-9.495253,6.903483,-10.537807,3.866846,-6.826036,14.243598,14.374389,-22.851249,16.648727,-17.201147,-1.482314,18.623789,-0.775557,37.291875,25.613827,-17.115411,-14.022734,-28.241093,19.152527,-24.915377,0.025706,-1.751227,-3.640132,-8.984025,2.475467,-23.805152,-6.303087,-15.142385,-11.078629,14.813714,18.302922,22.196202,8.622398,-4.220311,7.786246,-2.920471,c1
12.373011,-23.070623,-1.615884,16.072364,11.504234,3.030911,-5.46248,30.022572,-9.191195,23.366166,-8.558243,-7.315217,9.840451,-21.751763,-8.421381,31.149074,-6.142173,23.351352,-5.55437,-11.063453,14.367716,-0.291435,2.524301,0.215028,-11.406783,5.585067,13.756935,-6.605119,8.15292,-9.784729,-7.332399,-5.550671,-13.707626,12.92815,22.235587,-26.633312,-10.138688,16.023252,4.427496,41.187678,-7.352817,-55.798257,10.88631,8.562182,-0.373488,-13.443818,-10.663606,24.880572,-5.825493,6.915246,c1
-17.044207,17.521405,-2.518532,20.770812,-7.02567,18.483828,3.761757,20.518748,-1.064625,3.000926,-4.647078,12.979139,12.774962,17.809633,-11.773176,-21.232539,18.249988,12.198841,-18.582381,-3.097618,11.66116,-38.130954,-1.632858,-12.577437,-0.202754,13.038501,-9.120813,1.956577,-9.708955,-29.005605,13.716503,9.285893,-2.494643,1.937476,5.415277,18.267419,12.299029,-49.729554,3.887489,-6.967827,4.376141,-24.672402,0.462447,-14.493744,16.699223,17.820691,7.946422,-5.250792,12.347712,-18.930075,c1
19.861518,6.009972,11.881093,26.215351,-17.464847,13.189819,6.493231,-6.890673,-15.317717,19.302205,-9.539587,13.512519,8.804785,-23.952989,1.537811,21.400895,-5.947287,15.921221,11.581419,-8.712306,9.111237,-19.325916,-13.035043,-19.519152,5.490931,-37.199334,-2.455218,-0.670502,-12.423908,-21.436443,3.453857,7.386136,-4.758249,-2.087447,-2.698091,-1.180999,12.051475,8.209661,-0.5186,-3.79847,-13.065459,-21.213622,5.218178,17.584888,7.500137,-29.585161,-23.901361,47.56483,13.618607,9.052436,c1
5.734934,-19.800377,13.991904,-3.191465,-11.196851,0.331713,14.975598,-32.909795,-5.649328,-2.307352,-1.443738,10.920572,-5.887182,12.470512,-10.288612,30.073785,3.255774,44.887601,2.719446,-15.098521,6.932185,-2.881459,-0.049666,6.325118,21.842108,18.003985,10.425661,42.933744,-0.447228,-0.357473,-3.922983,25.944288,4.526636,10.292757,14.243153,12.140931,8.374129,5.261692,8.287602,-12.19531,-9.229387,-8.141694,0.50667,21.924709,3.622964,2.573746,12.414072,10.175819,14.521305,-0.039242,c1
-18.755017,-1.29338,-4.986881,-4.173196,33.336468,5.301595,-1.782286,11.873604,-37.985376,-8.933635,3.424511,-4.591899,-9.400345,-18.398085,-14.933073,0.252112,-4.74693,13.188138,11.104716,-2.72846,52.062035,13.252424,-9.744996,-12.268541,-12.846926,6.082746,38.185257,2.355963,-9.118834,5.577029,-25.871537,-8.857551,-18.490712,6.344644,-13.579256,18.094242,16.906662,10.810836,-24.872958,-4.926982,4.44973,9.6951,29.845121,6.277907,8.989733,-7.376932,-28.321709,-1.861068,-2.679448,-12.480671,c0
-2.70157,-1.002739,-16.182784,5.271012,5.739649,9.252302,-6.066286,10.139993,-14.565093,1.629896,-4.959479,8.360703,-2.63888,-0.611214,35.891952,-2.144963,-8.813764,9.742185,16.757739,10.764797,-31.619974,-6.470817,-26.032086,4.536353,-33.178584,9.846139,-17.139585,8.082387,11.1621,9.288468,-23.710222,-9.841245,-17.131829,9.756969,7.205368,-6.492102,-18.921271,-2.079228,-14.732455,14.622033,3.844747,-19.474193,9.913447,-0.248105,5.184099,0.530939,-11.942231,-15.159407,20.695506,7.191084,c0
15.450041,0.54222,-12.079772,-17.312237,2.734123,19.221392,-28.02249,7.5265,-13.093807,-42.84953,4.149093,29.223122,2.054471,17.14135,-12.875323,17.661896,-3.234252,-29.41586,0.921126,-1.734979,-19.03684,10.160026,2.131764,-32.672105,4.004174,-20.774942,-4.898037,33.867371,4.07102,4.605439,15.769468,19.371656,14.447645,6.880981,-7.215725,-12.64906,8.396253,48.801338,-7.282536,-33.669496,-8.293821,-18.149204,-11.228764,5.569474,-5.276491,6.65657,9.939021,-29.819487,1.092746,-36.887228,c1
3.623853,-11.042051,4.643051,-1.438669,19.464173,-17.674168,-2.139215,25.926346,-14.500684,6.223721,6.16232,30.561967,-1.602411,26.128814,-8.19737,-4.748617,6.563185,-17.140132,9.468129,-5.889241,4.60664,0.997934,-0.256979,-17.482108,3.030332,26.212409,-14.525291,12.103115,-8.298387,-10.807277,0.635583,5.163188,-10.270581,5.634582,-17.051544,-17.569085,0.649872,6.072764,2.676341,-42.738607,-20.345346,13.047921,4.890384,15.311321,-9.553862,-11.050428,-11.387164,8.521055,-2.536303,16.641038,c1
9.966079,9.402523,19.168677,28.652777,-1.540574,-29.462921,13.761639,15.244878,26.88344,0.243892,-13.729705,-18.440163,6.104465,-23.015902,-0.238797,-35.184554,12.355395,7.865884,11.356312,-0.186045,-3.964613,-29.469721,13.722912,1.377958,-1.3807,5.686592,7.216278,-21.270137,-14.151461,31.688483,9.309221,-10.29093,7.488571,1.451808,-3.635267,-17.702385,2.575808,-3.396186,-3.404699,23.324639,-3.101495,17.531874,11.580486,-21.974497,-7.63788,-11.021442,5.231351,1.02007,7.799134,23.848791,c1
-6.645198,-2.830894,-1.920092,-15.233132,21.864229,-20.476274,9.284164,26.569422,8.321116,-1.143918,-0.366569,35.841927,11.533925,40.322749,23.200573,32.520491,21.621952,18.036833,1.914705,-36.557334,3.035493,-21.949906,-14.896877,-3.515974,3.749248,-7.02146,-3.753463,34.264984,-18.709776,30.123913,-7.176719,2.193395,2.608196,21.535486,-2.67135,-24.259885,16.190343,13.753702,0.959456,9.209239,-4.903603,-28.411308,4.577863,-9.039265,-4.819136,-4.896527,-6.364346,-15.774643,12.947373,-16.781598,c1
2.982444,23.416932,13.812419,17.410082,1.329301,-4.267533,-11.243347,-26.557828,-0.388077,27.464104,-0.867232,-14.019405,6.553134,12.630342,13.068185,-7.68871,-22.382067,8.454826,0.128106,28.855645,-7.791049,15.091787,2.786929,-38.231758,5.081447,-1.776176,3.40201,-21.123091,-0.719344,7.154801,18.323806,-9.122966,-13.841448,-10.809701,-7.251741,2.920411,13.29412,-0.63825,-6.341922,-10.133976,5.767958,26.363246,-7.579522,-0.591644,9.433998,-14.796241,-15.842258,24.060148,5.185061,-12.45622,c1
-1.809156,6.052037,-3.956577,-11.051644,-10.639409,9.495974,-26.723717,-3.915296,14.256153,1.310462,-7.566191,-13.502953,-21.55955,12.614531,30.444741,-13.799644,16.372341,-11.172202,-3.825768,6.211461,-32.471483,-10.159025,-4.927839,3.944015,-12.900771,16.743848,-4.40047,15.818472,-22.109087,-22.228834,-46.356485,2.633207,-5.630658,0.59121,10.359253,-12.836339,-13.56415,-5.341238,-17.772642,6.311846,-46.534947,1.41432,-26.106287,-19.405173,-15.020336,-6.549926,-10.078392,1.580221,20.162972,-7.810081,c0
22.633672,0.147212,-15.926108,-17.856385,-15.23878,4.877479,25.761671,8.830914,6.491127,12.473733,-7.466812,-10.531769,18.7908,7.784939,0.473069,0.085777,-5.913136,-2.34063,-40.779435,-18.841523,-9.935779,20.240358,-20.055559,3.162189,1.614506,-7.334174,-15.625931,-1.127536,-14.749831,2.845307,21.725068,-17.339728,21.533308,-3.430387,-16.259478,3.235417,6.537681,-0.634754,29.202856,-14.891367,-14.160023,-7.314579,-8.496275,-8.181027,-3.731778,22.823063,3.683116,-1.352809,26.4248,2.196014,c0
10.532492,-0.672331,25.257665,-29.173006,4.237306,7.035749,13.247937,-4.460739,9.707627,21.832071,18.867389,4.678424,-2.533978,-1.063022,15.52138,8.747451,-2.361398,5.476824,-4.347446,-26.3608,-10.757396,-52.691244,11.539787,0.80325,4.090627,-2.113634,-13.901935,0.10007,2.108801,-18.573035,3.586812,-18.384001,-0.852327,-31.303058,2.424959,-3.031885,-3.961699,33.406306,-3.045764,16.555313,-2.236935,4.380834,0.983952,1.525367,0.338026,-12.471185,3.137705,16.123455,19.134108,-21.493829,c1
-18.560704,-5.256883,5.164899,2.009929,10.616956,2.761679,6.473435,2.652034,-5.55517,24.675194,1.440749,14.76266,5.208568,14.269742,11.112791,16.0598,6.672716,-1.886692,6.554171,-30.963423,19.480535,8.870451,17.433499,-15.650703,-7.383997,-3.602019,0.689724,-2.059012,25.258282,4.01628,1.079638,20.720035,-14.397623,-18.077458,12.671011,-9.743309,-2.054959,4.928279,-3.398967,6.930359,-6.459918,-10.461242,7.550116,12.847985,7.534888,33.870722,8.863056,7.391423,4.563934,-30.612364,c1
7.828108,-23.306191,2.537716,10.941956,6.443706,-14.491384,-7.446287,-12.137457,10.587099,1.872397,9.342605,0.507906,-19.399378,41.981004,2.981768,-35.939682,4.449656,18.495471,-9.562554,-9.65432,9.764029,-8.781917,0.507647,10.525141,-4.155885,-7.129896,21.273149,-30.702314,2.379504,10.596884,-6.171462,-18.218688,8.52131,4.981487,-5.343756,16.414427,9.247065,-15.559879,12.750301,45.35516,7.484211,27.092868,13.766087,-9.682903,13.27631,-22.759461,0.149147,-2.640372,-1.121074,3.443058,c1
-25.37139,0.012787,-5.677233,-3.219905,-11.527833,14.352766,-30.912036,10.29741,22.154982,8.282964,-6.319949,8.491011,32.384103,-11.784704,-15.203286,0.242531,40.286918,2.790577,-4.643835,-3.519716,5.601335,7.563203,-3.490915,-1.628886,-3.857166,10.238239,17.765683,5.50552,-16.72163,18.145353,-0.909763,-3.668753,7.097474,8.190181,-12.168619,11.194896,-30.338364,13.545969,-19.469941,14.732304,8.40057,10.687188,-12.379503,-6.128613,-2.631214,1.464949,-4.582804,5.114539,-16.470777,-7.828841,c0
25.01614,-50.819843,-13.893874,40.96261,5.779311,-9.120932,-7.57842,-5.74117,8.34231,-13.211331,2.236852,-21.359966,19.352251,1.25112,-1.672469,-1.149074,9.058036,3.527621,12.006831,10.566745,18.300842,-10.084562,-5.776311,11.78091,1.39607,-13.358429,2.483711,-12.609262,-5.577539,-9.908322,2.27478,8.870901,12.70319,-29.599536,-2.103486,-41.817594,22.029704,-19.419619,-8.332352,-31.593755,-8.217412,-5.117658,0.474741,4.762814,19.089443,-15.094352,25.774107,-1.123069,2.48806,-10.780117,c1
-2.849291,-20.900944,5.123496,-11.844346,5.009472,-24.415735,22.508987,32.3473,6.871165,-14.608137,-4.716212,-2.757014,-1.692795,26.375976,-8.084469,-6.54179,-1.847734,6.868897,-22.485957,0.779053,0.521901,4.258721,-0.273279,-4.200778,-2.845037,11.805353,18.148444,4.879694,4.176275,-8.279729,4.480848,-31.85574,-11.036157,1.889834,-6.94072,-27.928922,-8.406183,-26.998672,-17.951011,-11.104438,-0.148418,-14.808384,-2.223649,-20.27546,1.847112,-17.230807,1.218846,-0.518931,9.876049,8.303057,c1
2.615322,-28.898415,-11.552306,3.865068,21.109972,-1.573917,-5.768304,10.013989,-13.550823,8.069967,17.172053,40.60173,-0.633772,-23.124759,0.779196,8.320743,-11.312271,1.757033,12.382224,24.585478,5.388266,-2.500986,5.739576,-14.022309,8.677324,-2.968157,-2.510928,3.59786,8.547649,5.11572,0.614467,-2.170617,-3.25017,-19.833373,-0.619731,50.600311,13.666994,-14.503824,5.004669,13.018601,1.068437,51.105646,-16.280253,5.529513,1.620268,12.055675,12.336004,-17.400269,13.561685,-16.462158,c1
-7.956284,-5.07726,8.999107,-0.412689,-2.544845,7.519514,20.478617,-14.550467,-9.362212,3.195246,-3.379529,1.231419,-11.643919,-7.486979,17.668049,3.566356,-9.429024,-18.557055,-9.728264,4.951655,7.866302,-2.122373,-8.704225,0.76883,-11.14396,-2.260948,12.125553,8.853881,-13.443885,-24.361663,-18.340197,1.110131,40.708393,11.36466,-15.51525,19.298095,7.323949,-4.486434,11.711635,-13.751986,17.385491,10.232886,28.940792,10.071634,-2.941241,-12.657806,-4.454106,-11.739636,6.61908,19.052041,c0
5.660985,19.399092,-13.490862,4.843757,1.123453,-5.16805,-21.784788,16.460103,-37.758947,-4.813483,17.993287,-4.199243,-8.293431,-5.421491,-32.293119,8.928349,-2.193382,-14.722581,6.17365,-9.159405,1.445007,13.766777,0.640627,-1.956842,-22.42305,6.315348,37.169925,2.646159,-9.712748,-2.808798,13.702905,8.083493,-3.796033,-7.680143,-23.402679,2.878542,23.855807,-0.089908,28.122915,2.787873,-1.565838,1.629815,5.671067,-15.650721,10.747881,-6.923008,-26.237386,8.465261,15.406033,-10.123526,c0
-30.406937,2.618699,30.299785,-6.815837,17.946625,-3.528987,31.22777,-7.76728,0.87266,-8.111021,16.712248,7.023478,-15.492065,-3.117913,35.217551,-11.279424,-13.1846,-10.37533,-32.706915,10.384879,-1.268467,-13.062729,5.112052,-13.750113,-10.201981,11.445447,13.083762,-7.492825,0.971494,-19.960651,-16.070429,23.32299,-14.818756,4.384934,-35.678462,8.614208,15.091659,-13.684896,-1.747255,-0.475095,17.242436,3.442299,11.51041,-2.039917,-33.440242,14.392262,30.183799,-10.466318,13.806573,2.074874,c0
9.700492,-3.640488,-0.161936,-2.408609,-7.046408,-27.793892,-7.351378,25.159133,11.35244,1.970064,20.155239,-16.624015,12.805068,21.717494,10.529445,-13.526499,18.016789,-9.700377,1.666889,28.704057,7.445509,-1.340083,-8.680397,-0.827408,5.073244,18.181845,4.078654,36.018396,8.610209,12.270084,-4.404,1.681013,3.098063,-16.876906,13.415788,7.706281,12.556453,3.485763,8.829801,35.951738,-9.905799,1.6697,18.983972,2.159426,0.036582,-4.673139,-2.125352,31.857882,15.680433,15.486393,c1
-16.223112,31.049103,27.777397,13.740724,0.219656,-9.678179,14.83388,-30.178836,0.246638,-31.439461,-4.859539,-4.084791,2.817277,-15.548689,-4.719766,-15.477901,-8.15214,-0.973294,0.846583,-34.578737,1.604991,-8.178899,2.841312,23.269927,17.888071,-1.400369,-12.846725,4.189828,-3.154479,12.843902,-7.088951,13.566839,-11.921429,-22.088242,10.798556,13.468233,8.302865,11.417804,5.82524,-18.518847,-11.241499,-17.371489,0.967349,0.801932,7.474551,-28.244189,5.272706,-11.381785,9.072623,-20.033551,c1
8.934722,-11.65386,-23.923931,5.459092,-19.165145,-4.319492,29.875934,-12.98812,14.941009,-9.405085,-13.763126,3.984018,-6.101609,2.912809,-4.622795,-9.219629,-5.996386,12.735221,14.746582,-6.536882,19.067804,-4.317087,29.181312,-7.044708,1.531651,-1.302815,3.796374,-0.093743,-12.081022,27.797517,-26.679871,-12.898387,4.792443,5.92826,17.656233,-10.772749,7.510934,-1.974887,32.176781,-34.278586,13.035883,16.167658,0.564656,7.397359,28.150561,2.289714,-6.602253,-17.923589,14.887236,-2.001257,c0
0.312883,-5.297507,-6.395998,14.123437,3.157488,17.247552,-0.822726,-5.106128,14.530136,-20.532474,1.925051,4.48794,15.689151,-1.404293,-11.559002,-8.17468,13.101888,-10.647905,3.356706,18.602698,6.03167,21.403539,11.500929,8.316095,4.084486,-8.498011,12.84921,12.498319,6.236447,-7.588331,20.422842,6.452261,0.850946,2.914755,5.88728,11.053949,5.099352,3.2902,-6.576123,13.355047,-10.050007,5.42702,-8.387469,22.840107,9.995391,-10.229145,2.240747,-34.512446,-1.863226,-38.451035,c1
22.739066,-4.207332,-76.733662,-7.527147,-4.844829,17.511181,17.914866,6.362297,-29.170708,-5.609126,-22.579754,3.268241,-16.568147,0.692428,-15.055696,2.383548,2.015075,1.227,-3.151132,14.479833,4.039611,4.737391,-9.687015,13.545178,-22.974604,16.889215,-9.434408,3.137824,-19.551163,-5.880818,10.240369,20.208431,8.978379,-4.035481,-15.822306,-2.43796,-28.490576,-5.483616,19.854678,-4.558466,6.021589,24.540789,20.10147,-7.915957,-7.143302,4.891983,-21.940597,-7.868846,-21.015811,2.449271,c0
-3.60595,6.743613,-19.883216,8.101743,-16.120647,13.724929,42.514912,3.500418,-1.304045,10.293096,-38.900547,2.981964,0.366867,5.541615,5.078367,12.544819,-18.126009,14.820898,-1.22888,-6.08786,-2.436487,14.097281,-31.626572,2.679243,-34.428055,4.566689,-27.457036,-12.537437,30.667566,17.157293,-35.238165,3.309292,20.626915,-12.297638,16.558589,-1.735748,-33.644622,0.757233,4.924228,-5.381227,-34.047035,-1.428099,10.826212,16.831386,2.575867,-6.04483,21.460253,-13.491234,36.064727,-4.959846,c0
-3.148642,6.94198,16.730562,-23.702563,-9.281193,-35.946703,16.83482,8.924913,-3.882719,29.259643,0.090195,-37.654317,3.949962,-10.72403,8.507743,-10.231211,-7.647449,13.317899,-3.262355,-6.367217,15.918955,-10.794327,-20.354639,21.711739,-14.66684,13.185633,-1.446745,-12.999026,-7.869935,1.064616,3.719648,-10.832543,-7.046456,1.200787,-2.226348,40.627771,12.468175,-29.974481,-11.523594,-6.845064,-1.296924,-32.660852,-2.453043,15.021285,12.316984,-30.690559,-2.338733,-20.55418,-8.705696,-5.470728,c1
7.37642,15.901111,15.934045,19.115557,-15.289376,5.337129,-11.911191,-6.221028,-42.511237,5.52325,34.619388,-8.693455,5.693113,-0.596176,32.63322,6.515506,-11.182466,6.454528,-30.061418,-1.328135,18.78116,-10.320179,-14.477967,5.494422,-4.721038,-8.070552,11.198794,0.807738,36.643275,-14.215118,1.42984,4.743789,41.104235,-0.21971,-11.106794,6.630776,23.437822,-2.069841,-3.272937,-21.392636,-27.119389,-3.62791,-33.145492,-3.731374,21.384572,-11.173167,19.987276,-10.664718,-29.134996,5.429776,c0
-1.528805,11.756625,17.674247,-0.963022,12.442102,-13.043316,-20.768378,-6.246567,16.925742,8.159237,18.687108,-3.888529,22.779645,2.48408,17.685712,0.153499,-22.835255,-1.773826,31.434571,2.871266,-1.535347,2.14337,0.433643,5.970718,-1.981226,18.620073,31.651687,4.391888,-0.440588,0.528534,-38.930416,-0.370378,-30.813136,3.569469,9.80723,9.124198,2.516967,-7.088958,2.498415,-6.582872,-5.434707,24.57084,-4.35853,-1.250113,-3.987828,6.663962,31.837165,-5.992424,25.783182,6.408586,c0
-30.545939,2.187044,21.457607,6.685404,-6.407417,15.998441,2.766337,9.118445,23.715953,0.767784,-11.280301,-5.292477,-9.242165,8.980466,24.733561,-0.840477,27.203481,11.145104,15.059242,-1.430514,-14.319106,3.762069,-19.038843,10.337548,-4.963566,-21.861344,-3.007035,3.468002,-34.234642,9.977732,-3.991827,4.320137,-8.690624,0.482734,23.272132,-4.554083,15.836381,9.829492,-5.502527,-6.478123,14.752041,5.655907,12.537303,20.024261,19.46173,-6.869532,15.888988,2.02652,33.500108,-11.34633,c0
37.587044,21.728496,9.246334,14.578205,14.018301,-8.660842,-13.481939,9.210777,9.412999,5.659493,-19.877602,5.260384,-3.980381,4.243461,20.144842,11.327298,1.125539,4.220842,-14.631459,5.746294,3.163572,-0.256578,48.44887,-2.679352,-15.351592,3.392908,-6.800062,1.755734,20.033445,-10.635639,7.402932,11.764795,-32.850069,12.420138,-6.507926,7.797051,32.219028,-3.906046,-14.424306,-13.202395,7.641361,6.587994,-10.760419,0.454891,-12.199602,2.300391,16.700849,19.901984,7.907093,-1.149678,c0
4.330495,17.724335,-21.362699,-8.178485,-0.463031,-19.621475,-31.723538,23.899918,-48.992157,1.095741,20.075114,7.769431,-10.500577,-12.794378,11.777179,2.543741,17.582321,-3.861801,-21.849312,5.748639,-14.32261,-4.694277,-9.536606,-2.039946,9.476913,2.480779,3.346236,4.377847,17.454191,5.621,-15.072527,8.844291,-6.119393,3.077169,-2.937962,-3.509134,11.383266,-15.725844,4.633281,-17.351877,-6.184042,-0.011289,-7.517269,-6.839905,-20.774966,-4.612324,-13.672186,-3.162226,-6.907841,12.533548,c0
6.837614,-7.035681,-11.957462,61.697597,3.553054,-11.393774,-1.072812,-26.959803,9.579693,-34.62347,-12.126147,-11.480173,1.009278,0.461054,1.560717,-6.234348,-2.336525,26.143338,1.517973,-33.882851,20.712304,-8.766203,-17.24495,18.587152,14.395391,39.03809,-3.941761,50.95792,11.969508,58.05962,-4.411443,13.532512,4.077637,30.774993,-0.180708,20.367547,4.384227,4.46548,5.365148,27.965963,-12.059205,1.10284,-2.309807,-4.501112,-9.128467,-20.253111,-22.627119,5.744346,13.857585,-2.464134,c1
-5.097545,8.915172,14.207446,17.066755,11.121015,41.62528,17.596659,-1.256072,8.279156,-7.318787,2.132284,49.136469,3.151156,-22.013801,-5.151265,-2.7112,-14.582678,19.594935,-16.903015,24.183458,-8.297155,-18.507113,8.297823,-15.638531,-9.917381,10.779099,20.460473,-16.468003,6.151295,-8.9657,0.069736,17.155308,20.498073,14.214248,-3.765523,34.088752,9.328858,20.057685,10.228855,4.725562,-8.649813,-19.433296,-12.966948,19.750941,-6.539709,11.287618,-2.536564,5.283543,1.070339,-11.40023,c1
6.175034,-9.506361,-49.338571,-4.346089,-3.290619,-1.898336,-4.432461,-12.797886,28.973673,3.652333,16.665197,5.286571,23.535444,-4.99443,-46.142761,-6.133641,-11.919413,-5.167293,44.23172,-4.600678,-18.687222,10.960981,18.45339,-0.021106,31.300108,-5.345473,31.436634,14.118979,-10.111797,4.308617,33.692733,-6.167599,-40.389085,-2.147857,-30.63154,9.875659,-22.42074,3.633907,-5.341701,8.778128,-16.03969,0.055092,14.540752,3.180061,3.203781,-13.146775,14.310105,-10.165798,23.180808,8.262309,c0
9.71877,-5.526593,-12.088355,-4.437766,-2.26515,-17.889023,17.084733,-6.025903,-17.998848,-9.401457,1.30651,45.31589,3.128225,-1.893816,20.944212,-19.652416,-3.133488,14.16455,-6.049914,-2.579071,14.671774,12.483943,-0.156471,-11.113322,5.332735,0.629065,-3.234999,-26.639372,-5.860751,8.844159,-5.553951,0.311749,10.03887,-2.475532,-4.036002,-21.539618,-9.266575,-1.404764,-1.669631,8.633427,18.478609,4.768331,9.602231,10.580464,15.36924,31.354695,11.034487,-25.466996,0.558457,-9.895624,c1
9.454208,-32.099283,-3.571732,19.767121,11.748022,-8.142831,-9.555229,-14.054217,4.147949,-42.723166,14.612054,-6.199166,2.072153,-29.549231,13.38706,6.913816,6.588893,-8.029139,-2.227519,8.844963,-0.59437,7.808447,12.407714,33.044595,7.239232,-33.497692,2.788402,-43.907057,21.552574,-38.279739,15.107632,38.651425,-4.127309,-18.970421,12.104157,-4.509916,-2.575612,-9.292832,9.541078,-8.922319,18.888269,-7.628802,1.151633,12.714641,-6.499736,-14.663089,11.712675,-14.329184,9.028306,36.299832,c1
-5.314424,6.355503,-2.005511,-19.575346,17.417605,7.704363,-2.03224,20.541812,27.961517,-18.631231,-26.38269,-4.591962,13.823241,2.173143,-16.997665,-9.03443,-4.822587,19.551277,25.420088,-1.632535,-18.975829,-7.863582,2.400795,10.376255,42.319275,1.61212,32.478902,10.559756,25.399001,-2.344262,7.263625,-8.059472,12.130694,-3.264041,-26.415178,-1.829418,30.641136,-0.907287,4.723133,-4.958595,22.444926,16.374406,-10.90311,-0.587799,-7.181382,-1.739676,-27.021896,-20.463801,2.614961,-0.833618,c0
23.525668,-4.992022,-7.872574,-4.830464,11.337672,8.638116,-9.295886,-5.904951,15.809026,1.520199,-7.119529,5.942668,33.913792,13.707309,39.355688,-4.460932,-44.056483,-15.215833,-29.641333,4.527915,36.626655,-1.929776,11.346672,-6.932157,0.288612,-3.359316,16.692442,-10.699303,-3.01978,-15.689021,-47.153626,-11.510214,-6.588615,-0.909811,16.697076,-4.927771,4.140646,-16.695877,10.714707,-6.475752,-10.263542,-4.767307,10.644411,-3.472532,25.135412,-5.301802,-3.931282,24.590875,-25.336882,24.265545,c0
