@relation D02_k03_N60000-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute X0 numeric
@attribute X1 numeric
@attribute class {c0,c1,c2}
@attribute FoundClusters {Cluster_0,Cluster_1,Cluster_2}

@data
0.276384,0.490995,c0,Cluster_1
0.259813,0.456696,c0,Cluster_1
0.288207,0.494829,c0,Cluster_1
0.243592,0.308589,c0,Cluster_2
0.267344,0.497623,c0,Cluster_1
0.236369,0.338515,c0,Cluster_2
0.305475,0.203881,c0,Cluster_2
0.331767,0.582646,c0,Cluster_0
0.314619,0.476016,c0,Cluster_1
0.260265,0.516579,c0,Cluster_1
0.223988,0.503025,c0,Cluster_1
0.315109,0.465335,c0,Cluster_1
0.293734,0.338787,c0,Cluster_2
0.318177,0.487511,c0,Cluster_1
0.320939,0.23877,c0,Cluster_2
0.335236,0.451895,c0,Cluster_1
0.331377,0.406557,c0,Cluster_2
0.297919,0.427527,c0,Cluster_1
0.204266,0.33538,c0,Cluster_2
0.309805,0.479488,c0,Cluster_1
0.282509,0.407993,c0,Cluster_1
0.2984,0.335165,c0,Cluster_2
0.343565,0.610682,c0,Cluster_0
0.339684,0.356652,c0,Cluster_2
0.307042,0.388509,c0,Cluster_2
0.263079,0.482874,c0,Cluster_1
0.194041,0.505067,c0,Cluster_1
0.290074,0.546191,c0,Cluster_2
0.292389,0.770461,c0,Cluster_0
0.273109,0.354436,c0,Cluster_2
0.314083,0.393998,c0,Cluster_2
0.25607,0.302274,c0,Cluster_2
0.258466,0.369177,c0,Cluster_2
0.258944,0.391578,c0,Cluster_2
0.222495,0.431255,c0,Cluster_1
0.30809,0.194924,c0,Cluster_2
0.289201,0.507791,c0,Cluster_1
0.245875,0.531109,c0,Cluster_2
0.231339,0.392725,c0,Cluster_2
0.306821,0.581813,c0,Cluster_0
0.263664,0.486634,c0,Cluster_1
0.275201,0.311096,c0,Cluster_2
0.281804,0.24825,c0,Cluster_2
0.288195,0.417715,c0,Cluster_1
0.29836,0.638524,c0,Cluster_0
0.243326,0.388532,c0,Cluster_2
0.338761,0.658751,c0,Cluster_0
0.220916,0.430354,c0,Cluster_1
0.286415,0.262777,c0,Cluster_2
0.295196,0.364676,c0,Cluster_2
0.299225,0.388526,c0,Cluster_2
0.27141,0.535178,c0,Cluster_2
0.323714,0.661396,c0,Cluster_0
0.269239,0.47152,c0,Cluster_1
0.304649,0.579644,c0,Cluster_0
0.27487,0.474507,c0,Cluster_1
0.247792,0.546289,c0,Cluster_2
0.316635,0.412562,c0,Cluster_1
0.298819,0.397633,c0,Cluster_2
0.238697,0.25411,c0,Cluster_2
0.252807,0.64619,c0,Cluster_0
0.281977,0.355005,c0,Cluster_2
0.275789,0.506645,c0,Cluster_1
0.243265,0.252191,c0,Cluster_2
0.333203,0.325948,c0,Cluster_2
0.252568,0.511186,c0,Cluster_1
0.249073,0.309574,c0,Cluster_2
0.296068,0.535524,c0,Cluster_2
0.321465,0.626125,c0,Cluster_0
0.275273,0.425653,c0,Cluster_1
0.278493,0.334234,c0,Cluster_2
0.272393,0.425875,c0,Cluster_1
0.22332,0.285731,c0,Cluster_2
0.275183,0.49444,c0,Cluster_1
0.307227,0.305482,c0,Cluster_2
0.277787,0.477756,c0,Cluster_1
0.271909,0.327899,c0,Cluster_2
0.274307,0.397204,c0,Cluster_2
0.292802,0.408051,c0,Cluster_1
0.25593,0.524612,c0,Cluster_1
0.331572,0.429041,c0,Cluster_1
0.345811,0.398088,c0,Cluster_2
0.254724,0.499867,c0,Cluster_1
0.253601,0.576482,c0,Cluster_0
0.271658,0.405057,c0,Cluster_1
0.296629,0.09386,c0,Cluster_0
0.300296,0.463064,c0,Cluster_1
0.275697,0.311199,c0,Cluster_2
0.287988,0.506715,c0,Cluster_1
0.240956,0.416566,c0,Cluster_1
0.272136,0.588814,c0,Cluster_0
0.257182,0.599668,c0,Cluster_0
0.315093,0.508766,c0,Cluster_1
0.294423,0.349072,c0,Cluster_2
0.299628,0.405298,c0,Cluster_1
0.309745,0.478317,c0,Cluster_1
0.258122,0.370181,c0,Cluster_2
0.294204,0.472276,c0,Cluster_1
0.241346,0.525297,c0,Cluster_1
0.26304,0.469929,c0,Cluster_1
0.287728,0.323863,c0,Cluster_2
0.267957,0.400108,c0,Cluster_1
0.223459,0.638577,c0,Cluster_0
0.286371,0.338754,c0,Cluster_2
0.29731,0.566654,c0,Cluster_0
0.265583,0.368399,c0,Cluster_2
0.287754,0.466826,c0,Cluster_1
0.313651,0.362044,c0,Cluster_2
0.281841,0.576265,c0,Cluster_0
0.268401,0.515289,c0,Cluster_1
0.255537,0.332662,c0,Cluster_2
0.246302,0.373461,c0,Cluster_2
0.235451,0.474516,c0,Cluster_1
0.285952,0.405308,c0,Cluster_1
0.296856,0.422883,c0,Cluster_1
0.269683,0.456685,c0,Cluster_1
0.273452,0.377429,c0,Cluster_2
0.254256,0.500073,c0,Cluster_1
0.299391,0.448176,c0,Cluster_1
0.281466,0.400865,c0,Cluster_1
0.291913,0.375089,c0,Cluster_2
0.276998,0.279764,c0,Cluster_2
0.295174,0.308099,c0,Cluster_2
0.269523,0.440679,c0,Cluster_1
0.267768,0.557093,c0,Cluster_2
0.249438,0.421938,c0,Cluster_1
0.259735,0.393101,c0,Cluster_2
0.256495,0.456577,c0,Cluster_1
0.249824,0.537875,c0,Cluster_2
0.295303,0.574247,c0,Cluster_0
0.196251,0.31856,c0,Cluster_2
0.247918,0.568821,c0,Cluster_0
0.245171,0.441084,c0,Cluster_1
0.338142,0.411566,c0,Cluster_1
0.292729,0.468016,c0,Cluster_1
0.293237,0.485204,c0,Cluster_1
0.252575,0.492665,c0,Cluster_1
0.2565,0.488344,c0,Cluster_1
0.284872,0.346435,c0,Cluster_2
0.295661,0.588802,c0,Cluster_0
0.296309,0.452431,c0,Cluster_1
0.219055,0.369407,c0,Cluster_2
0.295226,0.403833,c0,Cluster_1
0.258093,0.274387,c0,Cluster_2
0.276059,0.313915,c0,Cluster_2
0.31823,0.663249,c0,Cluster_0
0.309339,0.559944,c0,Cluster_0
0.304342,0.537081,c0,Cluster_2
0.223192,0.474477,c0,Cluster_1
0.269604,0.560587,c0,Cluster_0
0.266112,0.666368,c0,Cluster_0
0.243053,0.415157,c0,Cluster_1
0.263871,0.304275,c0,Cluster_2
0.287525,0.550997,c0,Cluster_2
0.245517,0.49926,c0,Cluster_1
0.244522,0.454016,c0,Cluster_1
0.340283,0.575177,c0,Cluster_0
0.278904,0.494171,c0,Cluster_1
0.230796,0.449858,c0,Cluster_1
0.244716,0.465445,c0,Cluster_1
0.308704,0.400483,c0,Cluster_2
0.259438,0.608065,c0,Cluster_0
0.356013,0.34929,c0,Cluster_2
0.306356,0.329329,c0,Cluster_2
0.271837,0.29559,c0,Cluster_2
0.24839,0.409122,c0,Cluster_1
0.241394,0.43318,c0,Cluster_1
0.278567,0.550541,c0,Cluster_2
0.213276,0.452044,c0,Cluster_1
0.322946,0.363269,c0,Cluster_2
0.244426,0.255834,c0,Cluster_2
0.307452,0.291364,c0,Cluster_2
0.278635,0.305184,c0,Cluster_2
0.276514,0.496256,c0,Cluster_1
0.334626,0.699311,c0,Cluster_0
0.282424,0.407126,c0,Cluster_1
0.336919,0.20993,c0,Cluster_2
0.278204,0.738386,c0,Cluster_0
0.242146,0.229188,c0,Cluster_2
0.305754,0.605737,c0,Cluster_0
0.231662,0.527159,c0,Cluster_1
0.272272,0.385261,c0,Cluster_2
0.230447,0.313747,c0,Cluster_2
0.336788,0.595716,c0,Cluster_0
0.31259,0.310954,c0,Cluster_2
0.259825,0.56161,c0,Cluster_0
0.236424,0.260692,c0,Cluster_2
0.311507,0.402106,c0,Cluster_2
0.319571,0.438523,c0,Cluster_1
0.246437,0.414951,c0,Cluster_1
0.287244,0.315883,c0,Cluster_2
0.256246,0.497764,c0,Cluster_1
0.154037,0.473025,c0,Cluster_1
0.24682,0.199398,c0,Cluster_2
0.264906,0.599067,c0,Cluster_0
0.276259,0.383385,c0,Cluster_2
0.312109,0.253649,c0,Cluster_2
0.321448,0.492759,c0,Cluster_1
0.249999,0.457727,c0,Cluster_1
0.314881,0.580745,c0,Cluster_0
0.316809,0.21676,c0,Cluster_2
0.214161,0.54175,c0,Cluster_2
0.308712,0.630501,c0,Cluster_0
0.264376,0.467405,c0,Cluster_1
0.255032,0.433426,c0,Cluster_1
0.301398,0.306814,c0,Cluster_2
0.280554,0.436105,c0,Cluster_1
0.214073,0.43281,c0,Cluster_1
0.298021,0.377596,c0,Cluster_2
0.261763,0.342794,c0,Cluster_2
0.302734,0.392535,c0,Cluster_2
0.269016,0.503247,c0,Cluster_1
0.288509,0.416481,c0,Cluster_1
0.191907,0.616478,c0,Cluster_0
0.256486,0.494372,c0,Cluster_1
0.23759,0.337909,c0,Cluster_2
0.255108,0.430089,c0,Cluster_1
0.273629,0.473317,c0,Cluster_1
0.272653,0.468232,c0,Cluster_1
0.287414,0.493426,c0,Cluster_1
0.225414,0.486973,c0,Cluster_1
0.257228,0.232753,c0,Cluster_2
0.295562,0.366886,c0,Cluster_2
0.271713,0.436314,c0,Cluster_1
0.269112,0.427643,c0,Cluster_1
0.297446,0.596325,c0,Cluster_0
0.263952,0.182237,c0,Cluster_2
0.262759,0.581583,c0,Cluster_0
0.234442,0.318546,c0,Cluster_2
0.222134,0.464407,c0,Cluster_1
0.267756,0.390364,c0,Cluster_2
0.286476,0.501422,c0,Cluster_1
0.274792,0.215379,c0,Cluster_2
0.206297,0.337547,c0,Cluster_2
0.286585,0.446408,c0,Cluster_1
0.276598,0.533884,c0,Cluster_2
0.276947,0.373839,c0,Cluster_2
0.309259,0.256304,c0,Cluster_2
0.256425,0.581972,c0,Cluster_0
0.256187,0.480513,c0,Cluster_1
0.261885,0.594311,c0,Cluster_0
0.219037,0.584503,c0,Cluster_0
0.290069,0.453398,c0,Cluster_1
0.289746,0.433343,c0,Cluster_1
0.287603,0.287793,c0,Cluster_2
0.236058,0.401951,c0,Cluster_1
0.220483,0.305028,c0,Cluster_2
0.318527,0.606502,c0,Cluster_0
0.267489,0.653603,c0,Cluster_0
0.315552,0.366091,c0,Cluster_2
0.302591,0.454598,c0,Cluster_1
0.297413,0.545154,c0,Cluster_2
0.251251,0.668375,c0,Cluster_0
0.283796,0.585209,c0,Cluster_0
0.289033,0.437281,c0,Cluster_1
0.229555,0.518308,c0,Cluster_1
0.308308,0.471372,c0,Cluster_1
0.358137,0.406487,c0,Cluster_2
0.275656,0.278831,c0,Cluster_2
0.281293,0.778716,c0,Cluster_0
0.275581,0.431546,c0,Cluster_1
0.284166,0.346044,c0,Cluster_2
0.270603,0.391542,c0,Cluster_2
0.274822,0.403155,c0,Cluster_1
0.2487,0.526415,c0,Cluster_1
0.288309,0.658585,c0,Cluster_0
0.208392,0.499061,c0,Cluster_1
0.282912,0.53772,c0,Cluster_2
0.29905,0.372577,c0,Cluster_2
0.296497,0.518145,c0,Cluster_1
0.286029,0.386852,c0,Cluster_2
0.284479,0.355956,c0,Cluster_2
0.361644,0.443611,c0,Cluster_1
0.30777,0.389096,c0,Cluster_2
0.30169,0.438988,c0,Cluster_1
0.286935,0.384131,c0,Cluster_2
0.275867,0.721813,c0,Cluster_0
0.294462,0.626906,c0,Cluster_0
0.3068,0.666469,c0,Cluster_0
0.27861,0.427967,c0,Cluster_1
0.311604,0.40162,c0,Cluster_2
0.252739,0.42029,c0,Cluster_1
0.266931,0.485558,c0,Cluster_1
0.318274,0.554341,c0,Cluster_0
0.338073,0.458456,c0,Cluster_1
0.233552,0.414767,c0,Cluster_1
0.251478,0.651659,c0,Cluster_0
0.295213,0.357748,c0,Cluster_2
0.283277,0.419773,c0,Cluster_1
0.273481,0.363325,c0,Cluster_2
0.253232,0.394803,c0,Cluster_2
0.290969,0.35237,c0,Cluster_2
0.261331,0.374231,c0,Cluster_2
0.325907,0.323627,c0,Cluster_2
0.283258,0.326809,c0,Cluster_2
0.243006,0.467331,c0,Cluster_1
0.259742,0.439169,c0,Cluster_1
0.232061,0.634811,c0,Cluster_0
0.339392,0.460732,c0,Cluster_1
0.260029,0.469634,c0,Cluster_1
0.307516,0.51772,c0,Cluster_1
0.290269,0.373184,c0,Cluster_2
0.3109,0.55161,c0,Cluster_0
0.2074,0.281988,c0,Cluster_2
0.291187,0.261282,c0,Cluster_2
0.309869,0.450907,c0,Cluster_1
0.304789,0.654145,c0,Cluster_0
0.223078,0.43888,c0,Cluster_1
0.249258,0.421195,c0,Cluster_1
0.247096,0.213724,c0,Cluster_2
0.294958,0.367448,c0,Cluster_2
0.256555,0.310845,c0,Cluster_2
0.20286,0.33611,c0,Cluster_2
0.270851,0.583136,c0,Cluster_0
0.212722,0.482315,c0,Cluster_1
0.280029,0.28533,c0,Cluster_2
0.240573,0.42544,c0,Cluster_1
0.288934,0.325367,c0,Cluster_2
0.30119,0.351207,c0,Cluster_2
0.263067,0.34442,c0,Cluster_2
0.282831,0.502116,c0,Cluster_1
0.26373,0.628316,c0,Cluster_0
0.335817,0.427691,c0,Cluster_1
0.257874,0.244412,c0,Cluster_2
0.299158,0.395657,c0,Cluster_2
0.266526,0.415886,c0,Cluster_1
0.304527,0.415572,c0,Cluster_1
0.276078,0.41959,c0,Cluster_1
0.313793,0.401278,c0,Cluster_2
0.274106,0.6207,c0,Cluster_0
0.329251,0.62409,c0,Cluster_0
0.339182,0.42617,c0,Cluster_1
0.308341,0.512902,c0,Cluster_1
0.271899,0.316599,c0,Cluster_2
0.244265,0.589854,c0,Cluster_0
0.288564,0.36564,c0,Cluster_2
0.307482,0.61825,c0,Cluster_0
0.301304,0.510656,c0,Cluster_1
0.267591,0.441375,c0,Cluster_1
0.254787,0.464527,c0,Cluster_1
0.284603,0.285983,c0,Cluster_2
0.259545,0.361199,c0,Cluster_2
0.285558,0.246001,c0,Cluster_2
0.285712,0.558885,c0,Cluster_0
0.198264,0.567439,c0,Cluster_2
0.25872,0.499444,c0,Cluster_1
0.217026,0.581087,c0,Cluster_0
0.364062,0.235515,c0,Cluster_2
0.238086,0.36958,c0,Cluster_2
0.213544,0.403477,c0,Cluster_1
0.305423,0.474666,c0,Cluster_1
0.257172,0.4836,c0,Cluster_1
0.217522,0.444348,c0,Cluster_1
0.293599,0.400663,c0,Cluster_2
0.295084,0.328119,c0,Cluster_2
0.228497,0.402785,c0,Cluster_1
0.297547,0.43645,c0,Cluster_1
0.281688,0.545556,c0,Cluster_2
0.285107,0.38601,c0,Cluster_2
0.271662,0.564466,c0,Cluster_0
0.267387,0.57887,c0,Cluster_0
0.293898,0.290809,c0,Cluster_2
0.260359,0.53711,c0,Cluster_2
0.28944,0.382498,c0,Cluster_2
0.284784,0.552596,c0,Cluster_0
0.272817,0.505822,c0,Cluster_1
0.27231,0.533006,c0,Cluster_2
0.240571,0.465826,c0,Cluster_1
0.236734,0.420203,c0,Cluster_1
0.246028,0.580223,c0,Cluster_0
0.274409,0.469973,c0,Cluster_1
0.241136,0.294935,c0,Cluster_2
0.243429,0.473677,c0,Cluster_1
0.288505,0.451383,c0,Cluster_1
0.323597,0.227301,c0,Cluster_2
0.322805,0.549888,c0,Cluster_0
0.262195,0.37356,c0,Cluster_2
0.280135,0.369825,c0,Cluster_2
0.286894,0.631219,c0,Cluster_0
0.241159,0.466706,c0,Cluster_1
0.326228,0.363283,c0,Cluster_2
0.268051,0.359492,c0,Cluster_2
0.298492,0.499303,c0,Cluster_1
0.276326,0.393636,c0,Cluster_2
0.250195,0.305902,c0,Cluster_2
0.310362,0.395514,c0,Cluster_2
0.2556,0.513447,c0,Cluster_1
0.285957,0.549066,c0,Cluster_2
0.288784,0.495779,c0,Cluster_1
0.242418,0.528712,c0,Cluster_1
0.221022,0.566107,c0,Cluster_2
0.267923,0.404158,c0,Cluster_1
0.241233,0.379591,c0,Cluster_2
0.203856,0.592914,c0,Cluster_0
0.297149,0.598687,c0,Cluster_0
0.267536,0.481895,c0,Cluster_1
0.286185,0.424861,c0,Cluster_1
0.297476,0.509574,c0,Cluster_1
0.206183,0.420064,c0,Cluster_1
0.272572,0.580055,c0,Cluster_0
0.255706,0.495357,c0,Cluster_1
0.289954,0.483163,c0,Cluster_1
0.260064,0.425887,c0,Cluster_1
0.254132,0.485268,c0,Cluster_1
0.29082,0.291053,c0,Cluster_2
0.25077,0.428858,c0,Cluster_1
0.274442,0.399267,c0,Cluster_2
0.281902,0.26465,c0,Cluster_2
0.262335,0.4427,c0,Cluster_1
0.284046,0.38234,c0,Cluster_2
0.273062,0.411034,c0,Cluster_1
0.219232,0.617076,c0,Cluster_0
0.308784,0.330439,c0,Cluster_2
0.225255,0.534844,c0,Cluster_2
0.31476,0.300481,c0,Cluster_2
0.254773,0.506404,c0,Cluster_1
0.257996,0.445318,c0,Cluster_1
0.284532,0.479137,c0,Cluster_1
0.278445,0.368258,c0,Cluster_2
0.20581,0.37974,c0,Cluster_2
0.253734,0.529241,c0,Cluster_2
0.279331,0.458893,c0,Cluster_1
0.291572,0.454374,c0,Cluster_1
0.289012,0.433045,c0,Cluster_1
0.232287,0.44124,c0,Cluster_1
0.274431,0.533443,c0,Cluster_2
0.242323,0.249926,c0,Cluster_2
0.277787,0.477319,c0,Cluster_1
0.224958,0.580136,c0,Cluster_0
0.275266,0.501078,c0,Cluster_1
0.268669,0.374482,c0,Cluster_2
0.305078,0.465892,c0,Cluster_1
0.267068,0.440837,c0,Cluster_1
0.277116,0.362808,c0,Cluster_2
0.264351,0.571149,c0,Cluster_0
0.243664,0.385321,c0,Cluster_2
0.270268,0.336208,c0,Cluster_2
0.2119,0.431671,c0,Cluster_1
0.317056,0.553307,c0,Cluster_0
0.230651,0.610762,c0,Cluster_0
0.250651,0.553479,c0,Cluster_2
0.279445,0.505016,c0,Cluster_1
0.223629,0.486739,c0,Cluster_1
0.293042,0.578037,c0,Cluster_0
0.262609,0.464864,c0,Cluster_1
0.236366,0.552501,c0,Cluster_2
0.26955,0.470936,c0,Cluster_1
0.279605,0.350381,c0,Cluster_2
0.294741,0.308614,c0,Cluster_2
0.274654,0.412512,c0,Cluster_1
0.259792,0.213567,c0,Cluster_2
0.292155,0.331676,c0,Cluster_2
0.253729,0.310433,c0,Cluster_2
0.258187,0.399163,c0,Cluster_1
0.287125,0.319798,c0,Cluster_2
0.293763,0.5608,c0,Cluster_0
0.278879,0.367622,c0,Cluster_2
0.247433,0.589059,c0,Cluster_0
0.263415,0.297702,c0,Cluster_2
0.242334,0.59862,c0,Cluster_0
0.307365,0.634733,c0,Cluster_0
0.290608,0.531831,c0,Cluster_2
0.240786,0.563911,c0,Cluster_2
0.278195,0.365751,c0,Cluster_2
0.235513,0.484034,c0,Cluster_1
0.252356,0.302018,c0,Cluster_2
0.230872,0.51192,c0,Cluster_1
0.271735,0.504307,c0,Cluster_1
0.292677,0.469921,c0,Cluster_1
0.235161,0.405327,c0,Cluster_1
0.284701,0.543198,c0,Cluster_2
0.246031,0.311743,c0,Cluster_2
0.295085,0.334189,c0,Cluster_2
0.249432,0.419011,c0,Cluster_1
0.242972,0.558817,c0,Cluster_2
0.278857,0.496286,c0,Cluster_1
0.278653,0.50593,c0,Cluster_1
0.292853,0.346392,c0,Cluster_2
0.276801,0.355261,c0,Cluster_2
0.262388,0.5534,c0,Cluster_2
0.276073,0.510806,c0,Cluster_1
0.291085,0.304109,c0,Cluster_2
0.298702,0.454545,c0,Cluster_1
0.272331,0.28284,c0,Cluster_2
0.235112,0.456987,c0,Cluster_1
0.275943,0.429347,c0,Cluster_1
0.340879,0.294559,c0,Cluster_2
0.306013,0.464378,c0,Cluster_1
0.277693,0.455864,c0,Cluster_1
0.250492,0.534528,c0,Cluster_2
0.304532,0.479729,c0,Cluster_1
0.264636,0.525355,c0,Cluster_1
0.199386,0.520161,c0,Cluster_1
0.27315,0.40001,c0,Cluster_1
0.28995,0.545237,c0,Cluster_2
0.253968,0.283598,c0,Cluster_2
0.285754,0.207043,c0,Cluster_2
0.329047,0.186291,c0,Cluster_2
0.332701,0.583464,c0,Cluster_0
0.273687,0.462992,c0,Cluster_1
0.244078,0.417744,c0,Cluster_1
0.222106,0.532028,c0,Cluster_1
0.304967,0.430595,c0,Cluster_1
0.316035,0.507621,c0,Cluster_1
0.230487,0.517102,c0,Cluster_1
0.271623,0.459462,c0,Cluster_1
0.241788,0.439701,c0,Cluster_1
0.295158,0.452297,c0,Cluster_1
0.31906,0.617597,c0,Cluster_0
0.227772,0.454249,c0,Cluster_1
0.286183,0.559851,c0,Cluster_0
0.323816,0.528311,c0,Cluster_2
0.297769,0.54329,c0,Cluster_2
0.288997,0.486909,c0,Cluster_1
0.239351,0.223268,c0,Cluster_2
0.194201,0.357228,c0,Cluster_2
0.323668,0.549379,c0,Cluster_0
0.251548,0.516407,c0,Cluster_1
0.249944,0.508411,c0,Cluster_1
0.321503,0.477677,c0,Cluster_1
0.275381,0.602466,c0,Cluster_0
0.329333,0.469967,c0,Cluster_1
0.327112,0.531043,c0,Cluster_2
0.320867,0.555501,c0,Cluster_0
0.31711,0.52631,c0,Cluster_2
0.292358,0.338584,c0,Cluster_2
0.257849,0.392188,c0,Cluster_2
0.296603,0.473457,c0,Cluster_1
0.301656,0.693927,c0,Cluster_0
0.261418,0.319057,c0,Cluster_2
0.284914,0.267518,c0,Cluster_2
0.285693,0.439751,c0,Cluster_1
0.297425,0.295855,c0,Cluster_2
0.249029,0.614848,c0,Cluster_0
0.294905,0.533929,c0,Cluster_2
0.281927,0.397195,c0,Cluster_2
0.243219,0.174958,c0,Cluster_2
0.335977,0.366869,c0,Cluster_2
0.251841,0.484357,c0,Cluster_1
0.240229,0.460347,c0,Cluster_1
0.28237,0.551517,c0,Cluster_2
0.291434,0.3812,c0,Cluster_2
0.336582,0.561312,c0,Cluster_0
0.283347,0.33008,c0,Cluster_2
0.294131,0.596258,c0,Cluster_0
0.252043,0.561663,c0,Cluster_2
0.225601,0.652945,c0,Cluster_0
0.256249,0.443029,c0,Cluster_1
0.299733,0.432958,c0,Cluster_1
0.26164,0.296645,c0,Cluster_2
0.277199,0.402553,c0,Cluster_1
0.286768,0.537393,c0,Cluster_2
0.295992,0.308555,c0,Cluster_2
0.217185,0.61385,c0,Cluster_0
0.318839,0.56596,c0,Cluster_0
0.287305,0.6139,c0,Cluster_0
0.251596,0.430716,c0,Cluster_1
0.272361,0.674951,c0,Cluster_0
0.304273,0.709941,c0,Cluster_0
0.26028,0.457858,c0,Cluster_1
0.253461,0.430309,c0,Cluster_1
0.256738,0.405205,c0,Cluster_1
0.272272,0.217814,c0,Cluster_2
0.277761,0.49201,c0,Cluster_1
0.266763,0.639484,c0,Cluster_0
0.247182,0.510021,c0,Cluster_1
0.295297,0.341165,c0,Cluster_2
0.302712,0.400913,c0,Cluster_2
0.285386,0.351828,c0,Cluster_2
0.237462,0.47037,c0,Cluster_1
0.272311,0.412049,c0,Cluster_1
0.288761,0.60409,c0,Cluster_0
0.278294,0.564655,c0,Cluster_0
0.271759,0.521784,c0,Cluster_1
0.290134,0.513309,c0,Cluster_1
0.37011,0.46265,c0,Cluster_1
0.211929,0.408765,c0,Cluster_1
0.265221,0.214653,c0,Cluster_2
0.236423,0.498032,c0,Cluster_1
0.259374,0.512513,c0,Cluster_1
0.263755,0.539428,c0,Cluster_2
0.312822,0.340198,c0,Cluster_2
0.284643,0.615694,c0,Cluster_0
0.259941,0.545456,c0,Cluster_2
0.318979,0.396637,c0,Cluster_2
0.259927,0.538752,c0,Cluster_2
0.273051,0.446703,c0,Cluster_1
0.256394,0.480127,c0,Cluster_1
0.283355,0.396019,c0,Cluster_2
0.239141,0.511262,c0,Cluster_1
0.297471,0.228225,c0,Cluster_2
0.315795,0.336293,c0,Cluster_2
0.285373,0.408033,c0,Cluster_1
0.263612,0.358885,c0,Cluster_2
0.289749,0.306895,c0,Cluster_2
0.27357,0.424225,c0,Cluster_1
0.260333,0.531149,c0,Cluster_2
0.244419,0.378372,c0,Cluster_2
0.340118,0.354627,c0,Cluster_2
0.283511,0.555321,c0,Cluster_0
0.266203,0.591548,c0,Cluster_0
0.303769,0.287218,c0,Cluster_2
0.252379,0.656121,c0,Cluster_0
0.240767,0.340008,c0,Cluster_2
0.269291,0.317425,c0,Cluster_2
0.321876,0.536183,c0,Cluster_2
0.31753,0.448198,c0,Cluster_1
0.348491,0.255515,c0,Cluster_2
0.246765,0.449334,c0,Cluster_1
0.295405,0.588678,c0,Cluster_0
0.283776,0.52024,c0,Cluster_1
0.227415,0.513891,c0,Cluster_1
0.284424,0.690304,c0,Cluster_0
0.26968,0.504909,c0,Cluster_1
0.279298,0.408399,c0,Cluster_1
0.282356,0.373612,c0,Cluster_2
0.271108,0.177121,c0,Cluster_2
0.259603,0.415721,c0,Cluster_1
0.29932,0.490784,c0,Cluster_1
0.283965,0.37333,c0,Cluster_2
0.256419,0.318401,c0,Cluster_2
0.306445,0.470313,c0,Cluster_1
0.291426,0.500311,c0,Cluster_1
0.310999,0.509241,c0,Cluster_1
0.335559,0.429812,c0,Cluster_1
0.274214,0.596416,c0,Cluster_0
0.238351,0.565294,c0,Cluster_2
0.286405,0.497025,c0,Cluster_1
0.273237,0.486631,c0,Cluster_1
0.222305,0.314443,c0,Cluster_2
0.287326,0.34118,c0,Cluster_2
0.286931,0.542747,c0,Cluster_2
0.2667,0.311984,c0,Cluster_2
0.303331,0.399859,c0,Cluster_2
0.266253,0.420821,c0,Cluster_1
0.290556,0.554937,c0,Cluster_0
0.291594,0.410448,c0,Cluster_1
0.227174,0.279714,c0,Cluster_2
0.270924,0.249461,c0,Cluster_2
0.256156,0.399916,c0,Cluster_1
0.303987,0.531835,c0,Cluster_2
0.279724,0.338458,c0,Cluster_2
0.277675,0.341584,c0,Cluster_2
0.292753,0.465396,c0,Cluster_1
0.250985,0.431114,c0,Cluster_1
0.2588,0.415773,c0,Cluster_1
0.327288,0.345387,c0,Cluster_2
0.250464,0.558311,c0,Cluster_2
0.244647,0.595993,c0,Cluster_0
0.261043,0.537339,c0,Cluster_2
0.285182,0.577793,c0,Cluster_0
0.233147,0.387443,c0,Cluster_2
0.25349,0.37197,c0,Cluster_2
0.213514,0.484778,c0,Cluster_1
0.255986,0.436284,c0,Cluster_1
0.260787,0.567762,c0,Cluster_0
0.290497,0.4543,c0,Cluster_1
0.246202,0.435406,c0,Cluster_1
0.27951,0.48699,c0,Cluster_1
0.280828,0.490825,c0,Cluster_1
0.230287,0.476103,c0,Cluster_1
0.247459,0.344744,c0,Cluster_2
0.270297,0.189639,c0,Cluster_2
0.257971,0.356685,c0,Cluster_2
0.321656,0.429572,c0,Cluster_1
0.286256,0.385113,c0,Cluster_2
0.286136,0.449679,c0,Cluster_1
0.330743,0.450316,c0,Cluster_1
0.270141,0.442272,c0,Cluster_1
0.226512,0.480104,c0,Cluster_1
0.230955,0.511502,c0,Cluster_1
0.173899,0.467788,c0,Cluster_1
0.29233,0.421228,c0,Cluster_1
0.330659,0.4585,c0,Cluster_1
0.293758,0.302955,c0,Cluster_2
0.299965,0.416124,c0,Cluster_1
0.316199,0.533429,c0,Cluster_2
0.300338,0.621305,c0,Cluster_0
0.292015,0.39052,c0,Cluster_2
0.276398,0.462321,c0,Cluster_1
0.298334,0.422614,c0,Cluster_1
0.325203,0.467074,c0,Cluster_1
0.235902,0.573782,c0,Cluster_0
0.263296,0.546343,c0,Cluster_2
0.29113,0.542185,c0,Cluster_2
0.318311,0.335031,c0,Cluster_2
0.363391,0.487905,c0,Cluster_1
0.349465,0.567993,c0,Cluster_0
0.318982,0.510656,c0,Cluster_1
0.284865,0.417051,c0,Cluster_1
0.259277,0.507898,c0,Cluster_1
0.31177,0.587595,c0,Cluster_0
0.278789,0.406983,c0,Cluster_1
0.312286,0.49473,c0,Cluster_1
